brand,price,processor,Ram,ROM,display_size,OS
Dell,44500,7th Gen Amd Ryzen 5 7520U,8.0,512.0,15.6,Windows 11 OS
HP,48999,7th Gen AMD Ryzen 5 7520U,16.0,512.0,14.0,Windows 11 OS
HP,116990,13th Gen Intel Core i7 1355U,16.0,1024.0,15.6,Windows 11 OS
Acer,30990,7th Gen AMD Ryzen 3 7320U,8.0,512.0,15.6,Windows 11 OS
Lenovo,33790,7th Gen AMD Ryzen 3 7320U,8.0,512.0,15.6,Windows 11 OS
MSI,51990,11th Gen Intel Core i5 11260H,16.0,512.0,15.6,Windows 11 OS
Asus,45990,12th Gen Intel Core i5 1235U,8.0,512.0,15.6,Windows 11 OS
MSI,51990,11th Gen Intel Core i5 11260H,8.0,512.0,15.6,Windows 11 OS
Lenovo,34099,12th Gen Intel Core i3 1215U,8.0,512.0,15.6,DOS OS
HP,65600,7th Gen AMD Ryzen 7 7730U,16.0,512.0,15.6,Windows 11 OS
Lenovo,27990,7th Gen AMD Ryzen 3 7320U,8.0,512.0,15.6,DOS OS
Lenovo,46990,12th Gen Intel Core i5 1235U,8.0,512.0,14.0,Windows 11 OS
Dell,161590,13th Gen Intel Core i7 13650HX,16.0,1024.0,16.0,Windows 11 OS
Dell,98990,13th Gen Intel Core i7 1355U,16.0,512.0,14.0,Windows 11 OS
Lenovo,172990,13th Gen Intel Core i7 13700H,32.0,1024.0,16.0,Windows 11 OS
Acer,25990,11th Gen Intel Core i3 1115G4,8.0,256.0,14.0,Windows 11 OS
HP,61990,5th Gen AMD Ryzen 5 5600H,16.0,512.0,15.6,Windows 11 OS
Asus,76990,5th Gen AMD Ryzen 7 5800HS,16.0,1024.0,14.0,Windows 11 OS
Dell,126790,13th Gen Intel Core i7 13650HX,16.0,512.0,15.6,Windows 11 OS
Asus,209990,13th Gen Intel Core i9 13900H,16.0,1024.0,13.4,Windows 11 OS
Asus,209990,13th Gen Intel Core i9 13980HX,16.0,1024.0,16.0,Windows 11 OS
Asus,142990,13th Gen Intel Core i7 13650HX,16.0,1024.0,16.0,Windows 11 OS
Asus,156990,13th Gen Intel Core i9 13900H,16.0,1024.0,15.6,Windows 11 OS
Asus,93980,13th Gen Intel Core i5 13500H,16.0,512.0,14.0,Windows 11 OS
Asus,53990,11th Gen Intel Core i5 11400H,8.0,512.0,17.3,Windows 11 OS
HP,51990,12th Gen Intel Core i5 1235U,8.0,512.0,15.6,Windows 11 OS
Asus,35990,11th Gen intel Core i3 1115G4,16.0,512.0,15.6,Windows 11 OS
HP,37990,12th Gen Intel Core i3 1215U,8.0,512.0,15.6,Windows 11 OS
HP,46490,7th Gen AMD Ryzen 5 7520U,16.0,512.0,15.6,Windows 11 OS
HP,90490,13th Gen Intel Core i7 1360P,16.0,1024.0,15.6,Windows 11 OS
HP,55990,5th Gen AMD Ryzen 5  5600H ,8.0,512.0,15.6,Windows 11 OS
Asus,159990,13th Gen Intel Core i9 13900H,16.0,1024.0,16.0,Windows 11 OS
HP,57990,13th Gen Intel Core i5 1335U,8.0,512.0,15.6,Windows 11 OS
Acer,104990,13th Gen Intel Core i7 13700HX,16.0,512.0,16.0,Windows 11 OS
Acer,99990,13th Gen Intel Core i5 13500HX,16.0,512.0,16.0,Windows 11 OS
MSI,80500,12th Gen Intel Core i5 12450H,16.0,512.0,15.6,Windows 11 OS
Dell,37990,5th Gen AMD Ryzen 5 5500U,8.0,512.0,14.0,Windows 11 OS
HP,34250,7th Gen AMD Ryzen 3 7320U,8.0,512.0,15.6,Windows 11 OS
HP,109990,13th Gen Intel Core i7 13700H,16.0,512.0,15.6,Windows 11 OS
HP,33990,11th Gen Intel Core i3 1115G4 ,8.0,512.0,15.6,Windows 11 OS
Asus,79990,13th Gen Intel Core i5 1335U,16.0,512.0,13.3,Windows 11 OS
Asus,64990,13th Gen Intel Core i5 13500H,16.0,512.0,15.6,Windows 11 OS
Asus,109990,13th Gen Intel Core i9 13900H,16.0,1024.0,15.6,Windows 11 OS
MSI,62990,5th Gen AMD Ryzen 7 5800H,16.0,512.0,15.6,Windows 11 OS
Huawei,58999,13th Gen Intel Core i5 1340P,16.0,512.0,14.0,Windows 11 OS
MSI,420000,13th Gen Intel Core i9 13980HX,64.0,2048.0,17.3,Windows 11 OS
Lenovo,23990,3rd Gen AMD Athlon Silver 3050U,8.0,256.0,14.0,Windows 11 OS
HP,42999,7th Gen AMD Ryzen 5 7520U,8.0,512.0,15.6,Windows 11 OS
HP,38861,5th Gen AMD Ryzen 5 5500U,8.0,512.0,15.6,Windows 11 OS
Lenovo,33590,12th Gen Intel Core i3 1215U,8.0,512.0,15.6,Windows 11 OS
HP,15990,Intel Celeron  N4500,4.0,128.0,15.6,Chrome OS
Asus,33980,7th Gen AMD Ryzen 3 7320U,8.0,512.0,14.0,Windows 11 OS
Acer,78400,7th Gen AMD Ryzen 5 7535HS,8.0,512.0,15.6,Windows 11 OS
Asus,79990,5th Gen AMD Ryzen 7 5800H,16.0,512.0,15.6,Windows 11 OS
Acer,47990,12th Gen Intel Core i5 1235U,12.0,512.0,15.6,Windows 11 OS
Asus,74990,5th Gen AMD Ryzen 5  5600H,16.0,512.0,15.6,Windows 11 OS
MSI,45889,13th Gen Intel Core i5 1335U,8.0,512.0,15.6,Windows 11 OS
Asus,90990,7th Gen AMD Ryzen 7 7730U,16.0,512.0,14.0,Windows 11 OS
Asus,50990,7th Gen AMD Ryzen 5 7520U,8.0,512.0,15.6,Windows 11 OS
Samsung,74990,13th Gen Intel Core i5 1335U,16.0,512.0,15.6,Windows 11 OS
Infinix,25990,10th Gen Intel Core i3 1005G1,8.0,512.0,15.6,Windows 11 OS
Samsung,133990,13th Gen Intel Core i7 1355U,16.0,1024.0,13.3,Windows 11 OS
Samsung,165990,13th Gen Intel Core i7 1360P,16.0,1024.0,16.0,Windows 11 OS
Samsung,163990,13th Gen Intel Core i7 1360P,16.0,512.0,16.0,Windows 11 OS
Samsung,109990,13th Gen Intel Core i7 1355U,16.0,512.0,13.3,Windows 11 OS
Samsung,139990,13th Gen Intel Core i7 1360P,16.0,512.0,14.0,Windows 11 OS
Samsung,109990,13th Gen Intel Core i5 1335U,16.0,512.0,13.3,Windows 11 OS
Samsung,149990,13th Gen Intel Core i7 1360P,16.0,512.0,16.0,Windows 11 OS
Samsung,179990,13th Gen Intel Core i7 1360P,16.0,1024.0,16.0,Windows 11 OS
Samsung,155990,13th Gen Intel Core i5 1340P,16.0,512.0,16.0,Windows 11 OS
Samsung,229900,13th Gen Intel Core i9 13900H,32.0,512.0,16.0,Windows 11 OS
Lenovo,35990,5th Gen AMD Ryzen 5 5500U,8.0,512.0,15.6,Windows 11 OS
HP,37990,11th Gen Intel Core i3 1115G4,8.0,512.0,15.6,Windows 11 OS
HP,34999,11th Gen Intel Core i3 1115G4,8.0,512.0,14.0,Windows 11 OS
Apple,290990,Apple M2 Max M2 Max,32.0,1024.0,14.2,Mac OS
Apple,234990,Apple M2 Pro M2 Pro,16.0,1024.0,14.2,Mac OS
HP,82799,12th Gen Intel Core i5 12500H,16.0,512.0,14.0,Windows 11 OS
Dell,31790,5th Gen AMD Ryzen 3  5425U,8.0,256.0,14.0,Windows 11 OS
Lenovo,60990,5th Gen AMD Ryzen 7  5800H,8.0,512.0,15.6,Windows 11 OS
MSI,86990,12th Gen Intel Core i5 12450H,16.0,1024.0,15.6,Windows 11 OS
Dell,52990,11th Gen Intel Core i5 1135G7,16.0,512.0,14.0,Windows 11 OS
Dell,38990,5th Gen AMD Ryzen 5 5500U,8.0,512.0,14.0,Windows 11 OS
Asus,52558,7th Gen AMD Ryzen 5 7520U,16.0,512.0,15.6,Windows 11 OS
Asus,31990,11th Gen Intel Core i3 1115G4,8.0,512.0,14.0,Windows 11 OS
HP,34499,7th Gen AMD Ryzen 3 7320U,8.0,512.0,15.6,Windows 11 OS
Asus,94490,13th Gen Intel Core i5 1340P,16.0,512.0,14.0,Windows 11 OS
HP,33800,11th Gen Intel Core i3 1115G4 ,8.0,512.0,15.6,Windows 11 OS
Samsung,74390,13th Gen Intel Core i5 1335U,16.0,512.0,15.6,Windows 11 OS
Asus,104490,13th Gen Intel Core i5 1340P,16.0,512.0,14.0,Windows 11 OS
Asus,105739,13th Gen Intel Core i9 13900H,16.0,1024.0,15.6,Windows 11 OS
Lenovo,45500,12th Gen Intel Core i3 1215U,8.0,512.0,15.6,Windows 11 OS
Asus,50760,7th Gen AMD Ryzen 5 7520U,16.0,512.0,15.6,Windows 11 OS
Asus,49990,7th Gen AMD Ryzen 5 7520U,16.0,512.0,14.0,Windows 11 OS
Asus,33199,7th Gen AMD Ryzen 3 7320U,8.0,512.0,14.0,Windows 11 OS
Asus,70990,5th Gen AMD Ryzen 7 5800H,16.0,512.0,15.6,Windows 11 OS
Acer,64990,7th Gen AMD Ryzen 5 7535HS,8.0,512.0,15.6,Windows 11 OS
Asus,59990,7th Gen AMD Ryzen 5 7530U,16.0,512.0,16.0,Windows 11 OS
Asus,88990,7th Gen AMD Ryzen 7 7730U,16.0,512.0,14.0,Windows 11 OS
Asus,44990,7th Gen AMD Ryzen 5 7520U,8.0,512.0,15.6,Windows 11 OS
HP,77990,7th Gen AMD Ryzen 7 7735U,16.0,1024.0,13.3,Windows 11 OS
Asus,70990,7th Gen AMD Ryzen 7 7730U,16.0,512.0,16.0,Windows 11 OS
Lenovo,55990,5th Gen AMD Ryzen 5 5600H,8.0,512.0,15.6,Windows 11 OS
Tecno,43999,11th Gen Intel Core i5 1155G7,16.0,512.0,15.6,Windows 11 OS
Acer,37990,7th Gen AMD Ryzen 5 7520U,8.0,512.0,15.6,Windows 11 OS
HP,64990,5th Gen AMD Ryzen 5 5600H,16.0,512.0,15.6,Windows 11 OS
Lenovo,32990,AMD Ryzen 3 7320U,8.0,512.0,15.6,Windows 11 OS
Samsung,179490,13th Gen Intel Core i7 1360P,16.0,1024.0,16.0,Windows 11 OS
Infinix,56990,12th Gen Intel Core i5 12500H,16.0,512.0,15.6,Windows OS
HP,56990,11th Gen Intel Core i5 11400H ,8.0,512.0,16.1,Windows 11 OS
Asus,34990,11th Gen intel Core i3 1115G4,8.0,512.0,15.6,Windows 11 OS
HP,83249,12th Gen Intel Core i5 12500H,16.0,512.0,14.0,Windows 11 OS
Dell,57990,12th Gen Intel Core i5 1235U,16.0,512.0,14.0,Windows 11 OS
HP,85490,12th Gen Intel Core i5 1230U,16.0,512.0,13.4,Windows 11 OS
Dell,55890,12th Gen Intel Core i5 1235U,8.0,512.0,15.6,Windows 11 OS
Asus,40689,12th Gen Intel Core i3 1220P,8.0,512.0,15.6,Windows 11 OS
Acer,48990,12th Gen Intel Core i5 1235U,16.0,512.0,15.6,Windows 11 OS
HP,66648,12th Gen Intel Core i5 1235U,16.0,512.0,14.0,Windows 11 OS
Acer,36990,12th Gen Intel Core i3 1215U,8.0,512.0,15.6,Windows 11 OS
Gigabyte,74990,12th Gen Intel Core i5 12500H,16.0,512.0,15.6,Windows 11 OS
Lenovo,144990,12th Gen Intel Core i7 12700H,32.0,1024.0,16.0,Windows 11 OS
Dell,118499,11th Gen Intel Core i7 1185G7,16.0,512.0,14.0,Windows 10 OS
Lenovo,35490,5th Gen AMD Ryzen 5 5500U,8.0,512.0,15.6,Windows 11 OS
Lenovo,62889,5th Gen AMD Ryzen 7 5700U,16.0,512.0,14.0,Windows 11 OS
Lenovo,63999,5th Gen AMD Ryzen 5  5600H,8.0,512.0,15.6,Windows 11 OS
Honor,41990,5th Gen AMD Ryzen 5  5500U,8.0,512.0,14.0,Windows 11 OS
Asus,49990,12th Gen Intel Core i3 1220P,8.0,512.0,14.0,Windows 11 OS
Asus,54990,12th Gen Intel Core i5 1235U,8.0,512.0,14.0,Windows 11 OS
Lenovo,119990,12th Gen Intel Core i7 12700H,16.0,512.0,16.0,Windows 11 OS
MSI,85990,12th Gen Intel Core i7 12700H,16.0,512.0,16.0,Windows 11 OS
MSI,85590,12th Gen Intel Core i7 12700H,16.0,1024.0,16.0,Windows 11 OS
Lenovo,31990,5th Gen AMD Ryzen 3 5300U,8.0,512.0,15.6,Windows 11 OS
Asus,55800,5th Gen AMD Ryzen 5  5600H,16.0,512.0,14.0,Windows 11 OS
Xiaomi,72422,12th Gen Intel Core i5 12450H ,16.0,512.0,14.0,Windows 11 OS
Acer,31500,11th Gen Intel Core i3 1115G4,8.0,512.0,15.6,Windows 11 OS
Asus,37990,11th Gen Intel Core i3 1115G4,8.0,512.0,14.0,Windows 11 OS
HP,63490,5th Gen AMD Ryzen 5  5600H ,8.0,512.0,15.6,Windows 11 OS
Lenovo,60990,12th Gen Intel Core i5 1235U,16.0,512.0,15.6,Windows 11 OS
Lenovo,39900,5th Gen AMD Ryzen 5  5500U,8.0,512.0,15.6,Windows 11 OS
Asus,33990,11th Gen intel Core i3 1115G4,8.0,512.0,15.6,Windows 11 OS
HP,57580,12th Gen Intel Core i5 1235U,16.0,512.0,15.6,Windows 11 OS
Asus,339990,6th Gen AMD Ryzen 9  6900HX,32.0,2048.0,16.0,Windows 11 OS
HP,34999,11th Gen Intel Core i3 1115G4,8.0,512.0,15.6,Windows 11 OS
HP,54990,12th Gen Intel Core i5 1235U,8.0,512.0,15.6,Windows 11 OS
HP,35999,11th Gen Intel Core i3 1115G4,8.0,1024.0,15.6,Windows 11 OS
HP,41710,11th Gen Intel Core i3 1115G4,8.0,1024.0,15.6,Windows 11 OS
Dell,50090,5th Gen AMD Ryzen 5 5625U,8.0,512.0,16.0,Windows 11 OS
HP,45890,5th Gen AMD Ryzen 5  5500U ,16.0,512.0,14.0,Windows 11 OS
HP,29990,3rd Gen AMD Athlon Silver 3050U,8.0,512.0,15.6,Windows 11 OS
HP,37672,11th Gen Intel Core i3 1115G4,8.0,512.0,15.6,Windows 11 OS
Dell,83523,6th Gen AMD Ryzen 7  6800H,16.0,512.0,15.6,Windows 11 OS
Acer,52128,12th Gen Intel Core i5 1240P,8.0,512.0,15.6,Windows 11 OS
Acer,39990,12th Gen Intel Core i5 1235U,8.0,512.0,15.6,Windows 11 OS
Dell,54790,5th Gen AMD Ryzen 7  5825U,8.0,512.0,15.6,Windows 11 OS
Acer,147090,12th Gen Intel Core i7 12700H,32.0,2048.0,16.0,Windows 11 OS
HP,67990,12th Gen Intel Core i5 1235U,16.0,512.0,14.0,Windows 11 OS
MSI,49290,11th Gen Intel Core i5 11400H,8.0,512.0,15.6,Windows 10 OS
Asus,51990,10th Gen Intel Core i5 10300H,8.0,512.0,15.6,Windows 11  OS
HP,83149,12th Gen Intel Core i7 1255U,16.0,1024.0,14.0,Windows 11 OS
HP,54999,12th Gen Intel Core i5 1235U,8.0,512.0,15.6,Windows 11 OS
Samsung,74990,12th Gen Intel Core i7 1255U,16.0,512.0,15.6,Windows 11 OS
Lenovo,66990,5th Gen AMD Ryzen 7  5800H,16.0,512.0,15.6,Windows 11 OS
HP,61990,12th Gen Intel Core i5 1240P,8.0,512.0,15.6,Windows 11 OS
HP,51573,5th Gen AMD Ryzen 5 5625U ,8.0,512.0,14.0,Windows 11 OS
Acer,31500,11th Gen Intel Core i3 1115G4,8.0,256.0,15.6,Windows OS
Acer,29000,11th Gen Intel Core i3 1115G4,4.0,256.0,15.6,Windows 11 OS
HP,32990,5th Gen AMD Ryzen 3  5300U,8.0,512.0,15.6,Windows OS
Lenovo,36990,5th Gen AMD Ryzen 5  5500U,8.0,512.0,15.6,Windows 11 OS
Apple,239900,Apple M1 Pro M1 Pro,16.0,1024.0,14.2,Mac OS
Apple,309490,Apple M1 Max M1 Max,32.0,1024.0,16.2,Mac OS
Dell,49990,11th Gen Intel Core i5 1135G7,8.0,512.0,15.6,Windows 10  OS
Dell,40250,11th Gen Intel Core i3 1115G4,8.0,1024.0,15.6,Windows 10 OS
Asus,59990,10th Gen Intel Core i7 10870H,16.0,512.0,15.6,Windows 10 OS
Dell,57990,11th Gen Intel Core i5 1135G7,8.0,1024.0,15.6,Windows 10 OS
Realme,36999,11th Gen Intel Core i3 1115G4 ,8.0,256.0,14.0,Windows 10 OS
Xiaomi,53990,5th Gen AMD Ryzen 5  5600H ,16.0,512.0,15.6,Windows 10  OS
Xiaomi,48990,5th Gen AMD Ryzen 5  5500U ,16.0,512.0,14.0,Windows 10  OS
Vaio,39990,11th Gen Intel Core i5 1135G7,8.0,512.0,14.0,Windows 10 OS
HP,37290,3rd Gen AMD Ryzen 3  3250U,8.0,1024.0,15.6,Windows 10 OS
Microsoft,60390,3rd Gen AMD Ryzen 5  3580U,8.0,128.0,15.0,Windows 10 OS
Huawei,54999,3rd Gen AMD Ryzen 5 3500U ,8.0,256.0,15.6,Windows 10 OS
HP,90464,8th Gen Intel Core i5 8265U,8.0,512.0,14.0,Windows 10 OS
Acer,54490,8th Gen Intel Core i5 8250U,8.0,512.0,14.0,Windows 10 OS
Apple,199900,Intel,8.0,512.0,13.3,Mac High Sierra OS
Dell,89999,11th Gen Intel Core i5 1135G7,8.0,256.0,13.3,Windows 10  OS
Dell,260000,12th Gen Intel Core i7 1265U,32.0,1024.0,14.1,Windows OS
Acer,45999,11th Gen Intel Core i5 1155G7,16.0,1024.0,15.6,Windows 11 OS
Lenovo,106990,12th Gen Intel Core i7 1260P,16.0,1024.0,16.0,Windows 11 OS
Lenovo,221990,13th Gen Intel Core i7 1355U,16.0,1024.0,14.0,Windows 11 OS
Acer,146990,12th Gen Intel Core i7 12700H,32.0,2048.0,16.0,Windows 11 OS
Asus,52990,10th Gen Intel Core i5 10300H,8.0,512.0,15.6,Windows 11  OS
Acer,59990,12th Gen Intel Core i5 1240P,8.0,512.0,14.0,Windows 11 OS
Dell,52990,11th Gen Intel Core i5 1135G7,8.0,512.0,15.6,Windows 11  OS
Samsung,64490,12th Gen Intel Core i5 1235U,16.0,512.0,15.6,Windows 11 OS
Samsung,78990,12th Gen Intel Core i5 1240P,8.0,512.0,15.6,Windows 11 OS
Samsung,59900,12th Gen Intel Core i5 1235U ,8.0,512.0,15.6,Windows 11 OS
HP,55990,5th Gen AMD Ryzen 5  5625U,16.0,512.0,14.0,Windows 11 OS
Lenovo,19990,Intel Celeron  N4020 ,4.0,256.0,15.6,DOS OS
Realme,47990,11th Gen Intel Core i5 11320H,16.0,512.0,14.0,Windows 11 OS
Samsung,112990,12th Gen Intel Core i7 1260P ,16.0,512.0,13.3,Windows 11 OS
Samsung,101990,12th Gen Intel Core i7 1260P ,16.0,512.0,13.3,Windows 11 OS
Samsung,102990,12th Gen Intel Core i5 1240P,16.0,512.0,13.3,Windows 11 OS
Asus,33499,Intel Pentium Silver  N6000,4.0,128.0,13.3,Windows 11 OS
HP,33999,5th Gen AMD Ryzen 3  5300U,8.0,512.0,15.6,Windows OS
Apple,215994,Apple M1 Pro M1 Pro,16.0,512.0,16.2,Mac OS
Apple,215994,Apple M1 Pro M1 Pro,16.0,1024.0,14.2,Mac OS
Asus,26500,10th Gen Intel Core i3 10110U ,4.0,1024.0,15.6,Windows 10 OS
Xiaomi,79990,11th Gen Intel Core i5 11300H ,16.0,512.0,15.6,Windows 10  OS
Dell,68000,11th Gen Intel Core i5 11300H,16.0,512.0,15.6,Windows 10 OS
Lenovo,47925,11th Gen Intel Core i5 1135G7,8.0,512.0,15.6,Windows 10 OS
Xiaomi,59990,5th Gen AMD Ryzen 7 5800H ,16.0,512.0,15.6,Windows 10  OS
Dell,67800,10th Gen Intel Core i5 10210U ,8.0,512.0,14.0,Ubuntu OS
Microsoft,60490,3rd Gen AMD Ryzen 5  3580U,8.0,128.0,15.0,Windows 10 OS
Apple,72999,10th Gen Intel Core i3,8.0,256.0,13.3,Mac 10.15.3	 OS
Apple,109999,10th Gen Intel Core i7,8.0,512.0,13.3,Mac 10.15.3	 OS
Dell,87990,8th Gen Intel Core i7 8550U,8.0,256.0,13.3,Windows 10 OS
HP,121900,9th Gen intel Core i7 9750H,16.0,512.0,15.6,Windows 10 OS
Asus,136490,8th Gen Intel Core i9 8950HK,16.0,1024.0,15.6,Windows 10 OS
Gigabyte,143700,12th Gen Intel Core i5 12500H,8.0,512.0,15.6,Windows 11 OS
HP,50490,5th Gen AMD Ryzen 7  5700U,16.0,512.0,15.6,Windows 11 OS
Dell,71990,13th Gen Intel Core i5 1335U,16.0,1024.0,15.6,Windows 11 OS
Dell,136899,13th Gen Intel Core i7 13650HX,16.0,1024.0,15.6,Windows 11 OS
Lenovo,62990,5th Gen AMD Ryzen 5  5500U,16.0,512.0,14.0,Windows 11 OS
Asus,43990,7th Gen AMD Ryzen 5 7520U,8.0,512.0,14.0,Windows 11 OS
Acer,33990,7th Gen AMD Ryzen 5 7520U,8.0,512.0,15.6,Windows 11 OS
Asus,58990,7th Gen AMD Ryzen 5 7530U,16.0,1024.0,15.6,Windows 11 OS
MSI,154990,13th Gen Intel Core i7 13700H,16.0,1024.0,15.6,Windows 11 OS
MSI,69990,11th Gen Intel Core i7 1185G7,16.0,1024.0,15.6,Windows 10 OS
Lenovo,50000,11th Gen Intel Core i3 1115G4,8.0,512.0,14.0,DOS OS
Lenovo,36990,7th Gen AMD Ryzen 5 7520U ,8.0,512.0,15.6,Windows 11 OS
Asus,76500,7th Gen AMD Ryzen 7  7730U,16.0,512.0,15.6,Windows 11 OS
Lenovo,33990,12th Gen Intel Core i3 1215U,8.0,256.0,15.6,Windows 11 OS
Lenovo,32990,7th Gen AMD Ryzen 3 7320U,8.0,512.0,15.6,Windows 11 OS
Asus,103221,13th Gen Intel Core i5 13500H,16.0,512.0,16.0,Windows 11 OS
Asus,89990,12th Gen Intel Core i5 12450H ,16.0,512.0,16.0,Windows 11 OS
Lenovo,56990,11th Gen Intel Core i5 11320H,8.0,512.0,15.6,Windows 11 OS
Asus,44980,7th Gen AMD Ryzen 5 7520U,16.0,512.0,14.0,Windows 11 OS
Asus,23990,Intel   N4500,8.0,256.0,14.0,Windows OS
Asus,76990,5th Gen AMD Ryzen 7 5800HS,16.0,512.0,15.6,Windows 11 OS
Acer,26920,Intel Celeron N4500,8.0,64.0,14.0,Chrome OS
Ultimus,14490,Intel Celeron  N4020,4.0,256.0,14.1,Windows 11 OS
Dell,38990,11th Gen Intel Core i3 1115G4,8.0,512.0,15.6,Windows 11 OS
Lenovo,52990,5th Gen AMD Ryzen 5 5500H,8.0,512.0,15.6,Windows 11 OS
HP,362999,13th Gen Intel Core i9 13900HX,32.0,1024.0,17.3,Windows 11  OS
Acer,64990,13th Gen Intel Core i5 13420H,16.0,512.0,15.6,Windows 11 OS
Acer,62990,13th Gen Intel Core i5 13420H,16.0,512.0,15.6,Windows 11 OS
Acer,18990,Intel Celeron N4500,8.0,256.0,11.6,Windows 11 OS
HP,169999,13th Gen Intel Core i7 13700HX,16.0,512.0,16.1,Windows 11 OS
HP,189999,13th Gen Intel Core i7 13700HX,16.0,1024.0,16.1,Windows 11 OS
HP,298999,13th Gen Intel Core i9 13900HX,32.0,2048.0,16.1,Windows 11 OS
HP,99999,7th Gen Amd Ryzen 7 7840H,16.0,1024.0,14.0,Windows 11 OS
HP,267999,13th Gen Intel Core i7 13700HX,16.0,1024.0,17.3,Windows 11 OS
Lenovo,108990,13th Gen Intel Core i7 13700H,16.0,1024.0,16.0,Windows 11  OS
Lenovo,51990,11th Gen Intel Core i5 11320H,8.0,512.0,15.6,Windows 11 OS
Asus,62608,11th Gen Intel Core i5 11400H,16.0,512.0,17.3,Windows 11 OS
Acer,57999,12th Gen Intel Core i5 1240P,8.0,512.0,15.6,Windows 11 OS
Dell,62990,13th Gen Intel Core i5 1335U,8.0,512.0,14.0,Windows 11 OS
Lenovo,71990,13th Gen Intel Core i5 13420H,16.0,512.0,14.0,Windows 11 OS
Lenovo,297990,13th Gen Intel Core i9 13900HX,32.0,1024.0,16.0,Windows 11 OS
Lenovo,138490,13th Gen Intel Core i7 13620H,16.0,1024.0,16.0,Windows 11 OS
Lenovo,103395,5th Gen AMD Ryzen 7 5800H,16.0,512.0,16.0,Windows 11 OS
Lenovo,88990,6th Gen AMD Ryzen 7 6800HS ,16.0,512.0,16.0,Windows 11  OS
MSI,419990,13th Gen Intel Core i9 13950HX,64.0,2048.0,16.0,Windows 11 OS
Lenovo,87990,13th Gen Intel Core i7 1355U,16.0,512.0,14.0,Windows 11 OS
Lenovo,48990,12th Gen Intel Core i5 1235U,8.0,512.0,15.6,Windows 11 OS
MSI,79990,7th Gen AMD Ryzen 7 7735HS,16.0,512.0,15.6,Windows 11 OS
Lenovo,33990,12th Gen Intel Core i3 1215U,8.0,256.0,15.6,Windows 11 OS
HP,26990,Intel Celeron N4500,8.0,512.0,14.0,Windows 11 OS
Acer,13990,Intel Celeron Dual Core N4500,4.0,64.0,11.6,Chrome OS
Acer,49990,11th Gen Intel Core i7 1165G7,16.0,1024.0,14.0,Windows 11 OS
MSI,59990,7th Gen AMD Ryzen 5 7535HS,8.0,512.0,15.6,Windows 11 OS
Asus,91990,6th Gen AMD Ryzen 7  6800H,16.0,1024.0,15.6,Windows 11 OS
Asus,95689,13th Gen Intel Core i9 13900H,16.0,1024.0,16.0,Windows 11 OS
Acer,26732,Intel Celeron Dual Core N4500,8.0,128.0,14.0,Chrome OS
HP,89999,11th Gen Intel Core i5 1135G7,16.0,512.0,14.0,Windows 11 OS
Asus,69990,5th Gen AMD Ryzen 7 5800H,16.0,1024.0,14.0,Windows 11 OS
Asus,65391,5th Gen AMD Ryzen 5  5600H,16.0,1024.0,14.0,Windows 11 OS
Lenovo,90000,4th Gen AMD Ryzen 7 PRO 4750U,16.0,512.0,14.0,Windows 10 OS
Lenovo,38390,12th Gen Intel Core i3 1215U,8.0,512.0,15.6,Windows 11 OS
Lenovo,40990,7th Gen AMD Ryzen 5 7520U,8.0,512.0,15.6,Windows 11 OS
Lenovo,50990,5th Gen AMD Ryzen 5  5500H,8.0,512.0,15.6,Windows 11 OS
Dell,47990,11th Gen Intel Core i5 1135G7,8.0,512.0,15.6,Windows 11 OS
Dell,59990,12th Gen Intel Core i5 1235U,16.0,512.0,15.6,Windows 11 OS
Dell,61990,13th Gen Intel Core i5 1335U,8.0,512.0,15.6,Windows 11 OS
Lenovo,31990,7th Gen AMD Ryzen 3 7320U,8.0,512.0,14.0,Windows 11 OS
MSI,129990,13th Gen Intel Core i7 13700H,32.0,1024.0,16.0,Windows 11 OS
Lenovo,49989,12th Gen Intel Core i5 1235U,8.0,512.0,15.6,Windows 11 OS
Dell,42990,5th Gen AMD Ryzen 5 5500U,8.0,512.0,15.6,Windows 11 OS
MSI,259990,13th Gen Intel Core i7 13700H,32.0,1024.0,16.0,Windows 11 OS
Lenovo,44690,13th Gen Intel Core i3 1305U,8.0,512.0,15.6,Windows 11 OS
Lenovo,61990,7th Gen AMD Ryzen 5 7530U,16.0,512.0,14.0,Windows 11 OS
HP,123300,12th Gen Intel Core i7 1255U,16.0,1024.0,16.0,Windows 11 OS
Dell,74499,13th Gen Intel Core i5 1335U,16.0,1024.0,15.6,Windows 11 OS
Lenovo,47990,11th Gen Intel Core i5 11320H,8.0,512.0,15.6,Windows 11 OS
Lenovo,85990,7th Gen AMD Ryzen 7 7730U,16.0,1024.0,13.3,Windows 11 OS
Lenovo,61990,5th Gen AMD Ryzen 7 5700U,16.0,512.0,14.0,Windows 11 OS
Ultimus,21990,10th Gen Intel Core i3 1005G1,8.0,256.0,14.1,Windows 11 OS
HP,49990,5th Gen AMD Ryzen 5  5600H ,8.0,512.0,15.6,Windows 11 OS
Lenovo,112990,7th Gen AMD Ryzen 7 7840HS,16.0,512.0,16.0,Windows 11 OS
Lenovo,127990,7th Gen AMD Ryzen 7 7840HS,16.0,512.0,16.0,Windows 11 OS
HP,91590,13th Gen Intel Core i7 1355U ,16.0,512.0,14.0,Windows 11 OS
